query_id,query_text,category,difficulty_label,reference_answer,small_model_answer,large_model_answer,small_model_correct,large_model_correct,routing_label
q0304,"A city is considering banning single-use plastic bags to reduce environmental waste. Proponents cite reduced litter and marine pollution; opponents cite increased costs for low-income shoppers and potential increased use of paper bags, which have a higher carbon footprint per unit to produce. Given these competing considerations, what would a well-reasoned policy recommendation look like?",long_context_domain_analysis,hard,"A well-reasoned recommendation would likely favor a tiered or hybrid approach rather than an outright ban: charging a small fee for both plastic and paper bags, rather than banning outright, to incentivize reusable bags while minimizing cost burden on shoppers who need a bag occasionally; providing free or subsidized reusable bags to low-income households to offset the burden; and using revenue from bag fees to fund environmental programs. This balances the environmental goal of reducing single-use bag consumption broadly, not just shifting to a higher-carbon-footprint alternative, against the equity concern of protecting low-income shoppers from disproportionate cost.",,,,,
q0305,"A software team's deployment pipeline shows unit test coverage of 85%, but production incidents have increased 40% over the last quarter, and most incidents trace back to integration issues between services rather than logic bugs within individual services. What does this suggest about where the team should focus its testing efforts next?",long_context_domain_analysis,hard,"This suggests the team's testing strategy is imbalanced. High unit test coverage is catching logic bugs within individual services, but the actual failure mode, integration issues between services, isn't being caught because unit tests, by design, test components in isolation. The team should invest in integration and contract testing, for example testing actual interactions between services, using consumer-driven contract tests, or end-to-end tests covering critical cross-service workflows, rather than continuing to push unit test coverage higher, since that metric is no longer the bottleneck.",,,,,
q0306,"A patient presents with fatigue, weight gain, cold intolerance, and dry skin. Blood tests show elevated TSH and low free T4. Based on this pattern, what condition is most likely indicated, and briefly explain the underlying mechanism.",long_context_domain_analysis,hard,"This pattern is most consistent with primary hypothyroidism, commonly caused by conditions like Hashimoto's thyroiditis. The mechanism: the thyroid gland is underproducing thyroid hormone, resulting in low T4, which normally provides negative feedback to the pituitary gland. With less T4 to suppress it, the pituitary increases TSH secretion to try to stimulate the thyroid, but the thyroid still cannot respond adequately, resulting in the classic pattern of high TSH with low T4, and symptoms reflecting a slowed metabolism such as fatigue, weight gain, cold intolerance, and dry skin.",,,,,
q0307,"In an A/B test, variant B shows a 5% higher conversion rate than variant A, with a p-value of 0.08. The product team wants to roll out variant B immediately. What statistical and practical concerns should be raised before doing so?",long_context_domain_analysis,hard,"The statistical concern is that a p-value of 0.08 exceeds the conventional 0.05 significance threshold, meaning the observed difference could plausibly be due to random chance rather than a true effect; the result is not statistically significant by standard convention. Practical concerns include checking whether the sample size or test duration was adequate, since underpowered tests often produce inconclusive p-values, whether the test ran long enough to account for novelty effects or day-of-week variation, and whether the 5% relative improvement is practically meaningful given implementation cost and risk. A reasonable recommendation would be to extend the test to gather more data before making a rollout decision, rather than acting on a non-significant result.",,,,,
q0308,"An investment portfolio consists of 70% stocks and 30% bonds. During a market downturn, stocks fall 25% while bonds rise 5%. What is the overall portfolio's percentage change, and what does this illustrate about diversification?",long_context_domain_analysis,hard,"Overall change = (0.70 x -25%) + (0.30 x 5%) = -17.5% + 1.5% = -16%. This illustrates the benefit of diversification: because bonds and stocks don't move in perfect correlation, and even moved in opposite directions here, the portfolio's overall loss of -16% is smaller than the -25% loss a stock-only portfolio would have suffered, showing how holding negatively or weakly correlated assets can reduce overall portfolio volatility and risk.",,,,,
q0309,"A manufacturing plant reports that defect rates increased sharply after switching to a new raw material supplier three months ago, but the supplier's certified quality metrics look identical to the previous supplier's. What steps should the plant take to diagnose the root cause?",long_context_domain_analysis,hard,"Steps should include statistically comparing defect rates before and after the supplier switch to confirm the correlation isn't coincidental, checking for other changes made around the same time such as process or staffing changes; conducting incoming material inspection or testing on the new supplier's batches to check for variability not captured by the supplier's own certified metrics, such as subtle differences in tolerances, batch-to-batch consistency, or storage and handling conditions; running controlled trials using both suppliers' materials under identical production conditions to isolate whether the material itself, rather than an unrelated factor, is causing the defects; and reviewing whether the certified metrics actually measure the properties relevant to the observed defects, since identical certified metrics don't guarantee all relevant properties were tested.",,,,,
q0310,"A history textbook describes the fall of a fictional empire as being caused solely by 'moral decay' among its citizens. As a critical reader, what limitations does this explanation have, and what additional factors might a more rigorous historical analysis consider?",long_context_domain_analysis,hard,"'Moral decay' as a sole explanation is vague, difficult to define or measure objectively, and tends to reflect the biases of the historians writing about the decline, often retrospectively and often from outside or successor cultures with their own agendas, rather than being a rigorously evidenced cause. A more rigorous analysis would consider structural factors such as economic troubles like inflation, trade disruption, or resource depletion; military pressures like invasions or overextension of borders; political instability like succession crises, corruption, or administrative fragmentation; environmental factors like climate change, plague, or famine; and social factors like inequality or class tension, and would look at how these interacted, rather than attributing collapse to a single, difficult-to-verify moral narrative.",,,,,
q0311,"A machine learning model achieves 98% accuracy on a fraud detection dataset where only 1% of transactions are actually fraudulent. Why might accuracy be a misleading metric here, and what would be a better way to evaluate the model?",long_context_domain_analysis,hard,"Because the dataset is highly imbalanced, with 99% non-fraud transactions, a trivial model that always predicts 'not fraud' would already achieve 99% accuracy while catching zero actual fraud cases, so 98% accuracy could actually represent a poorly performing model. Better metrics would include precision, recall, and F1-score, particularly recall since missing fraud cases is often costlier than false alarms, as well as examining the confusion matrix directly and considering metrics like the area under the precision-recall curve, which is more informative than accuracy or even ROC-AUC for highly imbalanced classification problems.",,,,,
q0312,"Two candidates are running for office. Candidate A's platform promises tax cuts and increased infrastructure spending, without specifying how the resulting budget gap will be addressed. Candidate B promises smaller, targeted tax cuts, with specific offsetting spending reductions identified. As a voter evaluating fiscal responsibility, setting aside other policy considerations, what should you weigh?",long_context_domain_analysis,hard,"A voter focused specifically on fiscal responsibility should weigh internal consistency, since Candidate B's platform is more fiscally coherent because it identifies specific offsets, while Candidate A's combination of tax cuts and increased spending without a funding plan risks increasing the deficit or debt unless unstated assumptions, such as growth-driven revenue increases, are examined critically. The voter should also weigh the credibility of assumptions, since even Candidate B's numbers should be scrutinized for realistic projections, and longer-term consequences, since unaddressed budget gaps can lead to higher borrowing costs, inflationary pressure, or future tax increases or spending cuts, which voters concerned with fiscal responsibility would want to factor in, independent of whichever policies they might prefer on other grounds.",,,,,
q0313,"A codebase has a function that has grown to 400 lines, handles five different unrelated responsibilities, and has no unit tests. The team is under deadline pressure to add a sixth feature to this function. What are the tradeoffs of refactoring first versus adding the feature directly, and what would you recommend?",long_context_domain_analysis,hard,"Adding the feature directly is faster in the short term but compounds technical debt, since the function becomes even harder to understand, test, and safely modify in the future, increasing the risk of bugs and slowing future development. Refactoring first, such as splitting responsibilities into smaller, testable functions and adding tests for existing behavior, reduces risk before adding new logic, but takes more upfront time that competes with the deadline. A reasonable recommendation, given deadline pressure, is a middle path: add characterization or regression tests for current behavior first, since this is fast, low-risk, and gives a safety net, then do a minimal, targeted refactor scoped just to the area the new feature touches, rather than a full rewrite, deferring a complete refactor to a follow-up task tracked explicitly so it isn't permanently postponed.",,,,,
q0314,"An article claims 'Studies show that people who drink coffee live longer,' citing an observational study that found coffee drinkers had lower mortality rates than non-coffee drinkers. What is the key methodological limitation of drawing a causal conclusion from this study, and what confounding factors might explain the association?",long_context_domain_analysis,hard,"The key limitation is that this is an observational, or correlational, study, not a randomized controlled trial, so it cannot establish causation; it may reflect confounding variables rather than a true causal effect of coffee itself. Potential confounders include socioeconomic status, since people who can regularly afford and access coffee may have better overall healthcare access in some study populations; overall health status, since people with certain illnesses may avoid caffeine, meaning 'non-coffee-drinker' status could itself be a marker of pre-existing poor health, a form of reverse causation; and lifestyle factors correlated with coffee consumption, such as being more socially or professionally active. Without controlling for or randomizing these factors, the observed association cannot be confidently attributed to coffee consumption itself.",,,,,
q0315,"A team is deciding between a monolithic architecture and a microservices architecture for a new product with an uncertain, evolving feature set and a small, 4-person engineering team. What tradeoffs should inform this decision, and which would you lean toward recommending?",long_context_domain_analysis,hard,"Microservices offer benefits like independent scaling, deployment, and technology choices per service, and can isolate failures, but they introduce significant operational complexity, including network communication, service discovery, distributed data consistency, more complex debugging and monitoring, and DevOps overhead, that is often not justified for a small team, especially early on when the domain boundaries between services aren't yet well understood, a common cause of poorly-drawn service boundaries when microservices are adopted prematurely. Given a small 4-person team and an evolving, uncertain feature set, a monolithic, or 'modular monolith' structured with clear internal module boundaries, architecture is generally recommended initially. It is simpler to develop, test, and deploy, and internal boundaries can be split into microservices later, once the domain is better understood and the team and product have grown enough to justify the added operational complexity.",,,,,
q0316,"A pharmaceutical trial for a new drug shows it is statistically significantly more effective than placebo at reducing symptoms, with p < 0.01, but the average symptom reduction is only 2% greater than placebo. How should this result be interpreted, and what does it illustrate about the difference between statistical and practical significance?",long_context_domain_analysis,hard,"This illustrates that statistical significance, a low p-value indicating the observed difference is unlikely to be due to chance and often achievable with a large enough sample size, is distinct from practical or clinical significance, meaning whether the size of the effect is meaningful in real-world terms. A 2% greater symptom reduction, even if statistically robust, may be too small to matter meaningfully to patients or to justify the drug's cost, side effects, or risks compared to placebo or existing treatments. A rigorous interpretation would report the effect size and confidence interval, not just the p-value, and would evaluate whether that effect size crosses a clinically meaningful threshold, rather than concluding the drug is worthwhile based on statistical significance alone.",,,,,
q0317,"A retail company notices that customers who receive personalized email recommendations have a 20% higher repeat purchase rate than those who don't. The company concludes personalized emails cause repeat purchases and plans to send them to all customers. What is the flaw in this reasoning, and how could the company test causation more rigorously?",long_context_domain_analysis,hard,"The flaw is a likely selection effect: customers who opted in to, or were engaged enough to receive and open, personalized emails may already be more engaged, loyal customers who were more likely to make repeat purchases regardless of the emails; this is correlation, not demonstrated causation. To test causation more rigorously, the company should run a randomized controlled experiment, randomly assigning otherwise similar customers to receive personalized emails or not, or a generic email as a control, and then comparing repeat purchase rates between the randomized groups, which would isolate the causal effect of the emails themselves from pre-existing differences between customer segments.",,,,,
q0318,"Calculate the net present value (NPV) of a project that requires an initial investment of $100,000 and generates $30,000 per year for 5 years, using a discount rate of 8%. Is the project worth pursuing based on NPV alone?",business_finance,hard,"NPV is approximately $19,781. The present value annuity factor at 8% for 5 years is approximately 3.9927, so the present value of the cash flows is approximately 30,000 x 3.9927 = $119,781, and NPV = 119,781 - 100,000 = $19,781. Since NPV is positive, the project is worth pursuing based on NPV alone, as it is expected to add value beyond the required rate of return.",,,,,
q0319,"Explain the concept of the time value of money and why $1,000 today is worth more than $1,000 received in 5 years.",business_finance,hard,"Money available today can be invested to earn a return over time, such as in interest-bearing accounts or other investments, so $1,000 today can grow to more than $1,000 in 5 years. Additionally, inflation erodes purchasing power over time, and there is inherent risk and uncertainty in receiving money in the future, since it might not materialize. These factors combine to make present money more valuable than an equivalent nominal amount received later, which underlies discounting future cash flows in valuation.",,,,,
q0320,"A company is deciding between two mutually exclusive projects: Project A has an IRR of 15% and an NPV of $50,000; Project B has an IRR of 25% and an NPV of $30,000. Which project should the company choose, and why might IRR and NPV give conflicting recommendations?",business_finance,hard,"The company should generally choose Project A, because NPV directly measures the absolute dollar value added to the firm and is considered the more theoretically sound metric for maximizing shareholder wealth, while IRR is a relative percentage measure that doesn't account for the scale of the investment. IRR and NPV can conflict due to differences in project scale or the timing of cash flows, which implicitly assumes reinvestment at the IRR itself for IRR calculations, versus at the discount rate for NPV, a more realistic assumption. In cases of conflict for mutually exclusive projects, NPV is generally the preferred decision criterion.",,,,,
q0321,"Explain what ""diversifiable"" versus ""non-diversifiable"" risk means in portfolio theory, and why only non-diversifiable risk is typically compensated with higher expected returns.",business_finance,hard,"Diversifiable, or unsystematic, risk is risk specific to an individual asset or company, such as a lawsuit or product recall, that can be reduced or eliminated by holding a diversified portfolio of many different assets, since such risks tend to cancel out across a large enough portfolio. Non-diversifiable, or systematic, risk affects the entire market or economy, such as recessions or interest rate changes, and cannot be eliminated through diversification. Because rational investors can eliminate unsystematic risk for free simply by diversifying, the market does not compensate them with extra expected return for bearing it; only systematic risk, which cannot be diversified away, is compensated with a risk premium, as reflected in models like the Capital Asset Pricing Model.",,,,,
q0322,"A startup is valued at $10 million pre-money and raises $2.5 million in a funding round. What is the post-money valuation, and what percentage of the company do the new investors own?",business_finance,hard,Post-money valuation = pre-money + investment = $10 million + $2.5 million = $12.5 million. The new investors' ownership percentage = investment / post-money valuation = 2.5 / 12.5 = 20%.,,,,,
q0323,Explain why a company might have positive EBITDA but still be at risk of bankruptcy.,business_finance,hard,"EBITDA excludes several significant cash and non-cash obligations that can still threaten solvency: high interest expenses on debt if heavily leveraged, large capital expenditure requirements, tax obligations, or working capital needs such as inventory buildup or slow-paying customers can all consume cash even when EBITDA is positive. This means a company can appear operationally profitable by this metric while still running out of actual cash to meet its obligations, leading to bankruptcy risk, which is why EBITDA is sometimes criticized as an incomplete measure of financial health.",,,,,
q0324,"Explain the concept of ""moral hazard"" in the context of the 2008 financial crisis, using the ""too big to fail"" doctrine as an example.",business_finance,hard,"Moral hazard occurs when a party is incentivized to take on greater risk because it does not bear the full consequences of that risk, often because someone else, like a government or insurer, will absorb losses. In the context of 'too big to fail,' large financial institutions had an incentive to take on excessively risky investments and high leverage before 2008, partly because they anticipated that if their bets failed and threatened systemic collapse, the government would likely bail them out to prevent broader economic damage, reducing their own downside risk relative to their potential upside, and thus encouraging riskier behavior than they might otherwise have undertaken.",,,,,
q0325,"A retailer's inventory turnover ratio is 4, while the industry average is 8. What does this suggest, and what are two possible explanations?",business_finance,hard,"An inventory turnover ratio of 4, versus an industry average of 8, suggests the retailer is selling and replacing its inventory much more slowly than competitors, which can indicate inefficiency. Two possible explanations are that the retailer may be overstocking or holding excess or slow-moving inventory relative to demand, tying up capital and increasing storage and obsolescence costs, or that the retailer may be experiencing weaker sales or demand than competitors for reasons like pricing, product mix, marketing, or declining market position, causing goods to sit longer before selling.",,,,,
q0326,"Explain John Rawls' ""veil of ignorance"" thought experiment and how it's used to argue for principles of distributive justice.",philosophy_ethics,hard,"Rawls proposes imagining designing the rules of a society from behind a 'veil of ignorance,' where you don't know what position you will occupy in that society, such as your class, race, talents, or gender, once the veil is lifted. Because you might end up in the least advantaged position, Rawls argues rational self-interested people would choose principles that protect the worst-off, rather than principles that might benefit an advantaged group they assume they'll belong to. This leads Rawls to his two principles of justice, including the 'difference principle,' which permits inequalities only if they benefit the least advantaged members of society.",,,,,
q0327,"Explain the ethical distinction utilitarianism draws between ""act utilitarianism"" and ""rule utilitarianism,"" and give an example where they might recommend different actions.",philosophy_ethics,hard,"Act utilitarianism evaluates each individual action by whether it maximizes overall happiness or utility in that specific instance, while rule utilitarianism evaluates actions based on whether they conform to a rule that, if generally followed, would maximize overall utility. For example, consider lying to protect someone from a murderer at the door: act utilitarianism might endorse the specific lie because it maximizes good outcomes in that instance, while rule utilitarianism might worry that a general rule permitting lying, even for good reasons, undermines the broader social value of trust and honesty, and could instead endorse a general rule against lying, even though it produces a worse outcome in this specific case.",,,,,
q0328,"Is it ethically justifiable to use a person's data without explicit consent if doing so provides significant societal benefit, such as public health research? Discuss the competing ethical considerations.",philosophy_ethics,hard,"This involves a tension between individual autonomy and privacy rights, the deontological view that using someone's data without consent violates their right to control personal information regardless of benefits, and utilitarian or consequentialist reasoning, that significant societal benefits like disease prevention or medical advances could justify limited privacy intrusions if the harm is minimal and the benefit is substantial. A commonly proposed middle ground involves de-identifying or anonymizing data to reduce privacy harm, using opt-out rather than fully bypassing consent where feasible, subjecting such use to ethical review boards, and reserving non-consensual use for cases with clearly substantial public benefit and minimal individual risk, rather than treating either extreme as an adequate general policy.",,,,,
q0329,"Explain the ethical concept of the ""doctrine of double effect"" and how it might apply to a surgeon administering a high dose of pain medication to a terminally ill patient, which relieves suffering but may hasten death.",philosophy_ethics,hard,"The doctrine of double effect holds that it can be morally permissible to perform an action that has both a good effect, such as relieving suffering, and a foreseen but unintended bad effect, such as hastening death, provided that the action itself is not inherently wrong, only the good effect is intended, the bad effect is not the means to achieving the good effect, and there is a proportionate reason for allowing the bad effect. Applied to the surgeon's case, administering pain medication to relieve suffering is permissible under this doctrine because the intent is pain relief rather than death, death is a foreseen but unintended side effect, and it is not used as the means of causing death, distinguishing it ethically in this framework from active euthanasia, where death itself is the intended goal.",,,,,
q0330,"Discuss the ethical tension between free speech and preventing harm, using the example of whether hate speech should be legally restricted.",philosophy_ethics,hard,"This tension pits a strong free speech tradition, valuing open discourse, the 'marketplace of ideas,' and skepticism of government power to determine acceptable speech, against harm-prevention concerns, that hate speech can cause psychological harm to targeted groups, incite violence or discrimination, and undermine equal participation in society for marginalized groups. Different societies resolve this differently: some, like the US, lean heavily toward protecting speech except in narrow categories like direct incitement to imminent violence, prioritizing the risk of government overreach in policing speech; others, like many European countries, impose broader restrictions on hate speech, prioritizing protection of vulnerable groups and social cohesion. A nuanced position often distinguishes between speech that expresses unpopular or offensive views, generally protected, versus speech that directly incites imminent violence or harassment targeting individuals, more broadly restricted, while acknowledging genuine disagreement remains about where exactly to draw that line.",,,,,
q0331,Is it ethical for a self-driving car's decision algorithm to be programmed to prioritize the safety of its own passengers over pedestrians in an unavoidable accident scenario? Discuss the key considerations.,philosophy_ethics,hard,"Key considerations include consequentialist reasoning, which might suggest programming for whichever choice minimizes total harm or deaths regardless of who is inside versus outside the car; however, a strict 'minimize total harm' rule could create perverse incentives, such as reduced public trust or adoption of a technology that might sacrifice its own owner, or ethical concerns about deliberately programming a machine to make life-or-death tradeoffs about specific individuals in ways no human driver consciously does in a split-second reaction. There is also a legal and moral distinction some draw between passively minimizing harm, such as braking, versus actively redirecting harm toward a specific party, which can matter ethically even if outcomes are similar. Many ethicists and policymakers argue for a middle ground: programming should aim to minimize overall harm in a way that is transparent and consistently applied, avoiding ad hoc individual value judgments about which lives matter more, rather than explicitly privileging passengers, since public trust in such systems depends partly on the perception that no group's life is programmed to be treated as inherently less valuable than another's, though passenger safety remains a legitimate factor manufacturers must also weigh for adoption and legal liability reasons.",,,,,
q0332,"Explain the ""is-ought problem"" identified by David Hume, and why it remains relevant to arguments in applied ethics today.",philosophy_ethics,hard,"Hume observed that many arguments slide from purely descriptive premises, statements of fact about 'what is,' to prescriptive conclusions, statements about 'what ought to be,' without adequately justifying that logical leap; you cannot validly derive a normative 'ought' conclusion purely from 'is' premises without an additional normative premise bridging the two. This remains relevant today because many ethical and policy arguments implicitly, and sometimes fallaciously, assume that because something is 'natural,' 'traditional,' or 'common,' it is therefore good or right, the 'naturalistic fallacy' related to the is-ought problem, for example arguing that a behavior is ethical simply because it occurs in nature, without independently justifying why 'natural' should be equated with 'good.'",,,,,
q0333,"Discuss whether corporations have moral obligations beyond maximizing shareholder profit, such as to employees, communities, or the environment, presenting the strongest argument for each side.",philosophy_ethics,hard,"The shareholder primacy view, associated with economist Milton Friedman, argues that a corporation's sole social responsibility is to maximize profit within the rules of the game, meaning legal and ethical norms, because managers are stewards of shareholders' capital, and because decisions about broader social goals are better left to democratic processes and individual choices, such as shareholders personally donating profits to causes they value, rather than unelected corporate executives. The stakeholder view argues corporations have moral obligations to a broader set of stakeholders, including employees, communities, customers, and the environment, because corporations wield significant power and impact on these groups' wellbeing, benefit from public goods and infrastructure, and because purely profit-maximizing behavior can externalize costs, like pollution or poor labor conditions, onto others who didn't consent to bear them; proponents argue that long-term sustainable profitability itself often depends on maintaining trust and goodwill with these broader stakeholders anyway.",,,,,
q0334,"Compare and contrast the causes of the French Revolution (1789) and the Russian Revolution (1917), identifying at least two similarities and two differences.",history,hard,"Similarities include both being driven significantly by economic hardship and inequality, with France facing severe debt, food shortages, and heavy taxation of the lower classes, while Russia faced widespread poverty, food shortages exacerbated by World War I, and stark inequality between nobility and peasants or workers, and both involving a loss of legitimacy and confidence in an autocratic monarchy perceived as out of touch with the suffering of ordinary people. Differences include the ideological basis, since the French Revolution was driven substantially by Enlightenment ideas about individual rights, liberty, and constitutional government, while the Russian Revolution was driven more explicitly by Marxist-Leninist ideology aiming for a specifically socialist restructuring of the economy and class system, and the immediate trigger and international context, since France's revolution emerged somewhat organically from Estates-General politics and fiscal crisis, while Russia's 1917 revolution was heavily catalyzed by the devastating strain of World War I and unfolded in two distinct stages, the February Revolution toppling the Tsar, followed by the October Revolution bringing the Bolsheviks to power.",,,,,
q0335,"Explain why the Treaty of Versailles (1919), intended to secure lasting peace after World War I, is often cited by historians as a contributing factor to World War II.",history,hard,"The Treaty of Versailles imposed harsh terms on Germany, including significant territorial losses, military restrictions, and substantial reparations payments, combined with a 'war guilt' clause assigning Germany sole responsibility for the war. This created deep economic hardship and national humiliation in Germany, fueling resentment that nationalist and extremist political movements, notably the Nazi Party under Hitler, exploited to gain popular support by framing themselves as restoring German dignity and reversing the treaty's terms. Additionally, the treaty's punitive economic terms contributed to German economic instability, compounding the later impact of the Great Depression, and the League of Nations it established lacked the enforcement power to prevent Germany's later remilitarization and territorial aggression, together creating conditions historians see as having contributed significantly to the rise of Nazi Germany and the outbreak of WWII.",,,,,
q0336,"Analyze why the Industrial Revolution began in Britain rather than in another European nation, considering at least three contributing factors.",history,hard,"Contributing factors include Britain having abundant coal and iron ore reserves, providing the raw materials and energy source needed for industrial machinery and steam power; Britain having a relatively stable political system and strong property rights following the Glorious Revolution of 1688, which encouraged investment and entrepreneurship with lower risk of arbitrary confiscation; Britain having access to capital through its extensive colonial trade networks and banking system, along with a large domestic and colonial market for manufactured goods; and an agricultural revolution having already increased food production efficiency, freeing up labor to move into industrial and urban work. These factors combined synergistically in Britain in a way that wasn't as fully present in other European nations at the time.",,,,,
q0337,Explain the historical significance of the Marshall Plan (1948) in shaping post-World War II Europe and the emerging Cold War.,history,hard,"The Marshall Plan provided over $12 billion in US economic aid to help rebuild Western European economies devastated by WWII, aiming to restore economic stability, prevent the spread of communism, which found fertile ground in economic desperation, and rebuild trading partners for the US economy. Its significance includes helping Western Europe achieve rapid post-war economic recovery, fostering economic and eventually political integration among Western European nations as an early step toward what became the European Union, and sharpening the Cold War divide, since the Soviet Union refused the aid and pressured Eastern Bloc countries to do the same, deepening the economic and ideological split between Western and Eastern Europe.",,,,,
q0338,Discuss the significance of the printing press's invention around 1440 in enabling the Protestant Reformation.,history,hard,"The printing press allowed for the mass production of texts at dramatically lower cost and faster speed than hand-copying manuscripts, enabling ideas to spread far more widely and quickly than before. Martin Luther's writings, including his 95 Theses and vernacular translations of the Bible, could be rapidly reproduced and distributed across Europe, reaching a much broader audience, including ordinary literate people, not just clergy and elites, and allowing reform ideas to spread and gain momentum before the Catholic Church could effectively suppress them, as it had with earlier reform movements. This made the printing press a critical enabling technology for the scale and speed of the Reformation's spread.",,,,,
q0339,"Analyze the long-term geopolitical consequences of the Sykes-Picot Agreement (1916), in which Britain and France secretly divided Ottoman territories in the Middle East into spheres of influence.",history,hard,"The agreement drew borders based largely on European strategic and colonial interests rather than existing ethnic, religious, or tribal boundaries in the region, creating states such as Iraq and Syria that grouped together diverse and sometimes historically rival populations, or split related groups across different states, such as the Kurds. This has been cited by many historians and analysts as a contributing factor to long-term regional instability, including sectarian tensions, border disputes, and conflicts in the modern Middle East, as post-colonial states struggled with legitimacy and cohesion given borders that didn't align well with the region's underlying social and ethnic geography.",,,,,
q0340,"Explain why the Cuban Missile Crisis (1962) is considered the closest the world came to nuclear war during the Cold War, and how it was ultimately resolved.",history,hard,"The crisis began when the US discovered Soviet nuclear missile installations being built in Cuba, just 90 miles from US shores, capable of striking most of the continental United States with little warning time. The ensuing 13-day standoff involved a US naval blockade of Cuba, high-stakes brinkmanship, and both sides' militaries on heightened alert, with several close calls, including a Soviet submarine commander nearly authorizing a nuclear torpedo launch, that could have escalated to direct nuclear conflict. It was ultimately resolved through back-channel diplomacy: the US publicly agreed not to invade Cuba and secretly agreed to remove US missiles from Turkey, in exchange for the Soviet Union publicly agreeing to remove its missiles from Cuba, demonstrating both the danger of the standoff and the value of diplomatic off-ramps even amid intense Cold War tension.",,,,,
q0341,"Compare the economic policies of the New Deal in the United States during the 1930s with those implemented in Nazi Germany during the same period, focusing on their differing political and economic philosophies despite some superficial similarities like large public works programs.",history,hard,"Both programs used large-scale government spending on public works, such as US infrastructure projects like dams and roads under the WPA versus German projects like the Autobahn, to combat unemployment during the Great Depression era, and both expanded the role of government in the economy relative to prior laissez-faire norms. However, the underlying political philosophies differed fundamentally: the New Deal operated within a democratic, capitalist framework, aiming to stabilize and reform capitalism through regulation, social safety nets, and labor protections, while preserving political pluralism and civil liberties. Nazi Germany's economic policy was subordinated to militarization and expansionist goals within a totalitarian, fascist political system that suppressed political dissent, controlled labor unions, and increasingly directed the economy toward war preparation and racial ideology, rather than democratic economic reform or worker welfare as an end in itself.",,,,,
q0342,"In contract law, what is the difference between ""void"" and ""voidable"" contracts, and give an example of each?",domain_specific_expert,hard,"A void contract is one treated as never having had legal effect from the outset; it cannot be enforced by either party, typically because it involves an illegal purpose, such as a contract to sell illegal drugs, or a fundamental lack of capacity or legality. A voidable contract, by contrast, is initially valid and enforceable but can be canceled at the option of one party due to some defect, such as a contract signed under duress, fraud, misrepresentation, or by a minor; the disadvantaged party can choose to affirm or rescind it, but until rescinded, it remains legally binding.",,,,,
q0343,"Explain the legal concept of ""mens rea"" and why it is significant in distinguishing between different levels of criminal liability.",domain_specific_expert,hard,"'Mens rea,' Latin for 'guilty mind,' refers to the mental state or intent of a person at the time they committed an act, and it is a key element, alongside 'actus reus,' the guilty act, in establishing criminal liability for most serious crimes. It is significant because the same physical act can carry different levels of culpability and correspondingly different criminal charges or penalties depending on the perpetrator's mental state; for example, killing someone with premeditated intent, murder, is treated very differently under the law than killing someone accidentally through reckless behavior, manslaughter, or with no culpable mental state at all, such as genuine accident or self-defense.",,,,,
q0344,"In civil engineering, explain why triangular shapes are structurally preferred over rectangular shapes in truss design.",domain_specific_expert,hard,"Triangles are inherently rigid shapes; given fixed side lengths, a triangle's angles cannot change without changing the length of a side, meaning a triangular frame resists deformation under load without relying on the rigidity of its joints. Rectangles and other quadrilaterals, by contrast, can deform into a parallelogram shape under load even if the side lengths stay fixed, unless the joints themselves are rigid, which adds cost and complexity, or a diagonal brace is added, effectively converting the rectangle into two triangles. This is why triangular trusses are the standard building block for bridges, roof structures, and other load-bearing frameworks.",,,,,
q0345,"In macroeconomics, explain the difference between demand-pull inflation and cost-push inflation, with an example of each.",domain_specific_expert,hard,"Demand-pull inflation occurs when aggregate demand for goods and services exceeds the economy's productive capacity, driving prices up, for example if government stimulus spending or low interest rates sharply increase consumer spending faster than businesses can increase supply. Cost-push inflation occurs when the costs of production increase, such as rising raw material or wage costs, leading businesses to raise prices to maintain profit margins even without a corresponding increase in demand, for example a sharp rise in global oil prices increasing transportation and production costs across many industries, pushing up prices broadly even if consumer demand hasn't increased.",,,,,
q0346,"In network security, explain the difference between symmetric and asymmetric encryption, and why many secure systems like TLS/HTTPS use both together.",domain_specific_expert,hard,"Symmetric encryption uses a single shared secret key for both encrypting and decrypting data, making it computationally fast and efficient for encrypting large amounts of data, but it requires securely sharing that key between parties beforehand, which is a challenge if there is no existing secure channel. Asymmetric encryption uses a public and private key pair, where data encrypted with the public key can only be decrypted with the corresponding private key, solving the key distribution problem since the public key can be shared openly, but it is computationally much slower than symmetric encryption. Many secure systems, like TLS/HTTPS, use both together: asymmetric encryption is used during a brief initial handshake to securely exchange a symmetric session key, and then fast symmetric encryption is used for the actual bulk data transfer, combining the security advantage of asymmetric key exchange with the performance advantage of symmetric encryption for ongoing communication.",,,,,
q0347,"In architecture and structural engineering, explain what a ""cantilever"" is and one key engineering challenge in designing one.",domain_specific_expert,hard,"A cantilever is a rigid structural element, such as a beam, balcony, or overhang, that is anchored or supported at only one end and extends horizontally into open space without support at the other end, relying entirely on the strength of the anchored end and the material's resistance to bending moments to bear its load. A key engineering challenge is managing the significant bending moment and shear stress concentrated at the fixed or anchored end, which increases with both the load and the length of the unsupported cantilevered span, requiring careful material selection, structural reinforcement such as higher-strength materials or a deeper cross-section near the support, and precise load calculations to prevent structural failure or excessive deflection at the free end.",,,,,
